
10	100
850	150
4000	1000
364.702	344.346
385.327	273.492	429	9219
634.41	274.817	460	3600
126.803	371.676	438	7367
432.345	523.188	418	10824
548.875	167.886	470	3700
796.011	623.693	423	7489
53.2304	370.626	449	7304
356.608	560.819	418	10519
631.721	773.382	424	8860
470.099	647.599	418	12121
192.919	279.274	21
182.966	302.789	17
258.885	213.183	10
189.554	140.325	18
121.131	126.335	14
131.579	94.435	14
239.896	207.948	16
81.5882	220.7	20
444.618	178.235	12
337.789	211.732	18
409.809	394.474	19
251.502	332.189	8
410.938	167.063	12
278.316	515.333	21
262.703	456.729	13
441.747	182.979	18
361.012	197.439	7
80.8236	160.073	11
261.474	165.533	4
153.862	200.749	10
124.568	299.798	20
506.823	278.397	24
126.888	461.623	11
348.058	54.1215	18
226.631	314.097	12
389.931	797.728	14
214.035	811.05	12
103.324	769.433	12
322.453	889.554	7
71.0565	726.272	13
207.605	636.315	14
210.805	608.927	14
125.667	894.708	9
289.814	737.607	11
182.64	844.74	15
243.798	662.087	21
365.49	764.15	8
333.668	988.544	13
265.361	621.392	9
254.864	585.423	21
326.108	801.726	12
436.361	985.924	11
312.704	875.098	12
162.756	677.964	18
42.8273	799.603	11
282.856	618.001	16
282.255	712.742	7
246.311	518.321	17
158.964	748.621	19
70.6466	707.82	15
728.969	270.844	18
792.066	191.022	11
818.277	264.521	24
878.674	194.093	19
854.913	431.711	7
728.643	212.797	17
788.792	48.8929	19
831.934	236.668	16
732.774	321.069	12
845.554	181.736	12
674.732	142.777	12
500.116	96.9708	20
731.49	289.086	17
792.637	207.286	10
855.4	323.561	20
894.223	178.641	21
708.655	327.325	4
866.138	200.685	19
777.077	362.95	3
778.879	222.277	11
788.804	73.7795	21
596.214	420.632	16
903.198	182.093	21
839.013	263.591	13
842.52	407.882	20
504.977	819.707	17
809.107	668.988	19
748.299	746.186	17
754.477	751.75	13
747.854	991.14	7
815.188	673.976	19
957.822	876.521	21
612.314	735.623	7
880.293	717.158	10
744.928	862.583	18
728.765	621.835	16
848.743	998.989	21
656.16	574.887	16
774.858	702.869	12
653.721	833.319	20
778.555	588.135	19
668.906	815.814	10
693.066	644.099	10
684.624	642.159	11
951.629	915.652	13
629.633	685.111	7
872.185	638.478	7
505.139	811.174	14
558.587	767.625	7
714.603	714.622	27
