
5	100
750	100
4000	1000
665.118	125.698
600.656	503.332	450	3500
469.966	356.072	462	5272
468.705	627.231	433	6617
294.486	905.849	468	7281
652.129	723.145	483	7955
918.283	709.536	10
577.06	134.427	14
575.991	271.526	15
579.94	694.336	14
660.582	356.212	12
236.192	174.807	15
484.405	572.263	15
600.786	740.53	19
892.965	592.959	14
287.499	391.33	14
437.226	699.173	13
499.022	721.307	16
279.812	807.543	17
328.354	457.081	18
365.208	344.893	18
737.698	785.66	15
357.351	501.733	18
438.39	414.691	21
969.968	572.002	8
631.052	133.572	12
423.349	740.151	12
873.183	145.156	1
502.492	407.532	11
377.464	254.122	10
533.624	291.449	10
727.736	173.967	18
780.941	361.081	9
193.509	176.537	14
500.758	720.05	22
460.849	31.469	9
941.974	280.071	10
451.192	408.811	10
944.965	790.308	7
342.055	678.084	16
346.394	538.299	12
441.908	662.78	19
125.982	560.813	16
808.486	277.13	6
787.129	301.416	9
32.5763	563.27	18
314.635	21.182	16
486.403	436.087	9
405.04	347.062	7
61.8595	860.648	17
568.283	524.761	24
517.12	10.6134	11
672.666	374.593	20
367.267	552.267	21
680.187	322.977	20
482.451	73.7849	11
779.609	593.704	12
550.432	535.283	15
660.67	623.803	13
704.777	681.727	9
284.731	574.735	10
179.819	787.708	15
616.339	56.9407	6
482.376	551.668	10
725.609	453.247	15
234.941	322.587	20
733.302	289.58	2
715.399	401.823	8
248.194	225.718	12
125.005	343.526	21
732	386.035	17
939.636	522.721	8
290.517	330.689	12
724.492	768.494	7
887.253	661.263	2
444.285	206.61	21
211.816	164.537	15
467.031	493.706	17
528.274	852.016	10
677.914	503.544	18
703.464	809.072	20
823.132	160.916	21
722.842	287.379	19
281.186	770.201	13
295.222	284.391	19
472.401	527.775	19
78.7976	772.031	9
295.018	198.686	21
575.659	605.83	18
639.715	851.445	10
156.204	844.948	7
377.813	383.361	10
880.333	948.017	17
322.401	493.249	20
388.792	659.538	14
959.92	479.171	10
522.452	614.356	20
476.817	372.031	14
747.049	846.447	12
560.011	676.299	10
886.902	644.58	15
644.195	550.299	11
475.888	294.666	17
572.977	571.052	18
636.22	367.229	5
240.619	513.34	4
