
10	200
850	150
4000	1000
364.702	344.346
385.327	273.492	484	6475
634.41	274.817	442	5238
126.803	371.676	411	3608
432.345	523.188	493	6796
548.875	167.886	473	5880
796.011	623.693	466	12178
53.2304	370.626	487	6836
356.608	560.819	478	11119
631.721	773.382	457	13405
470.099	647.599	499	14049
192.919	279.274	18
182.966	302.789	0
258.885	213.183	10
189.554	140.325	20
121.131	126.335	18
131.579	94.435	12
239.896	207.948	13
81.5882	220.7	16
444.618	178.235	11
337.789	211.732	15
409.809	394.474	12
251.502	332.189	9
410.938	167.063	10
278.316	515.333	3
262.703	456.729	17
441.747	182.979	15
361.012	197.439	9
80.8236	160.073	14
261.474	165.533	6
153.862	200.749	22
124.568	299.798	13
506.823	278.397	12
126.888	461.623	11
348.058	54.1215	3
226.631	314.097	17
389.931	297.728	12
214.035	311.05	15
103.324	269.433	7
322.453	389.554	8
71.0565	226.272	13
207.605	136.315	11
210.805	108.927	18
125.667	394.708	12
289.814	237.607	18
182.64	344.739	16
243.798	162.087	19
365.49	264.15	12
333.668	488.544	10
343.764	567.416	12
265.361	121.392	11
254.864	85.4228	12
326.108	301.726	8
436.361	485.924	14
312.704	375.098	18
162.756	177.964	0
42.8273	299.603	12
282.856	118.001	23
282.255	212.742	18
246.311	18.3206	5
158.964	248.621	14
70.6466	707.82	12
228.969	770.844	14
292.066	691.022	16
318.277	764.521	19
580.59	749.043	18
378.674	694.093	13
354.913	931.711	21
228.643	712.797	14
288.792	548.893	15
331.934	736.668	16
232.774	821.069	20
345.554	681.736	18
174.732	642.777	16
0.116095	596.971	12
231.49	789.086	15
292.637	707.286	7
355.4	823.561	11
394.223	678.641	12
208.655	827.325	11
366.138	700.685	16
277.077	862.95	5
278.879	722.277	12
288.804	573.779	19
96.2137	920.632	13
403.198	682.093	7
339.013	763.591	15
342.52	907.882	14
4.97733	819.707	16
309.107	668.988	14
248.299	746.186	13
254.477	751.75	20
247.854	991.14	9
315.188	673.976	12
457.822	876.521	15
112.314	735.623	18
380.293	717.158	22
244.928	862.583	10
228.765	621.835	12
348.743	998.989	11
156.16	574.887	7
274.858	702.869	12
153.721	833.319	13
278.555	588.135	13
168.906	815.814	21
193.066	644.099	11
184.624	642.159	7
451.629	915.652	12
129.633	685.111	23
511.31	618.142	7
372.185	638.478	16
505.139	311.174	20
558.587	267.625	12
714.603	214.622	12
908.725	319.162	19
639.119	326.133	5
737.192	237.124	12
795.491	387.204	15
680.773	333.845	5
865.149	86.3763	0
698.936	404.269	15
712.301	335.008	12
566.943	169.285	10
484.048	135.173	16
875.537	481.231	7
656.761	328.931	15
681.45	237.094	12
694.219	199.971	10
556.485	222.702	13
729.512	231.73	15
618.332	170.473	11
752.625	400.738	8
598.732	207.51	9
612.549	416.833	9
698.638	173.405	21
694.067	339.203	13
650.633	290.5	7
567.527	309.119	18
868.282	251.697	8
845.935	156.235	16
994.59	366.771	6
554.101	303.443	13
861.638	286.762	16
687.697	197.78	16
680.638	379.735	18
823.996	144.58	18
877.032	420.593	21
498.511	362.043	17
473.54	163.207	12
907.122	288.354	16
920.912	201.928	15
889.781	308.259	20
855.706	304.144	21
719.432	51.5216	18
852.684	417.183	16
555.658	144.489	8
831.115	280.76	8
903.62	277.301	17
696.776	391.957	12
866.306	136.673	22
647.538	166.942	16
710.165	560.403	12
551.31	743.71	12
885.059	921.606	17
815.602	916.087	22
841.9	735.539	13
851.203	816.19	13
554.703	894.753	10
696.529	935.417	12
795.556	688.872	12
920.751	726.743	18
710.744	729.594	14
807.46	624.238	15
883.966	592.695	19
713.56	590.451	13
926.651	991.378	13
954.959	607.615	13
537.074	940.316	18
819.339	890.63	15
600.358	718.927	7
652.687	808.469	19
760.882	849.656	20
609.464	942.217	11
759.583	770.33	21
952.251	756.153	11
817.833	768.348	17
791.861	774.472	15
648.394	769.071	18
612.556	779.242	14
823.973	825.942	12
816.769	899.278	10
578.62	803.064	8
556.244	797.637	15
857.221	660.369	15
825.972	836.993	22
726.179	754.407	16
732.827	650.163	22
927.59	645.026	19
640.264	704.422	24
578.109	849.608	26
793.601	817.115	14
674.052	736.393	12
784.072	805.754	24
894.051	668.753	16
814.273	661.787	11
560.996	571.221	22
767.839	525.04	20
780.34	947.507	19
654.999	665.636	10
676.539	911.143	9
865.826	692.995	6
