
5	50
750	100
4000	1000
497.943	343.821
234.839	804.511	371	4749
872.165	17.2551	391	4799
285.526	420.998	345	3450
534.854	709.17	332	5808
220.018	855.75	303	6257
344.711	88.5078	8
164.473	358.372	12
270.1	295.952	12
361.452	90.1036	9
394.025	347.644	10
363.077	250.068	18
387.716	248.153	19
433.157	225.798	10
139.496	249.494	15
347.549	278.504	15
196.946	344.988	13
176.773	168.26	4
388.249	763.978	15
194	493.03	10
447.353	824.428	13
47.7386	719.637	22
51.3964	846.479	20
265.642	730.249	13
138.911	835.755	18
231.044	923.155	17
231.958	716.397	17
399.425	859.466	20
257.454	756.075	13
116.278	883.9	8
407.617	685.444	21
766.816	152.256	5
798.032	235.861	21
735.017	291.695	12
476.948	122.22	15
811.467	251.778	14
553.207	207.221	10
901.979	399.943	9
949.999	327.356	12
777.636	106.522	13
461.133	364.015	19
804.05	120.232	18
620.523	188.369	18
870.632	630.977	16
740.121	666.84	18
895.327	991.286	10
715.183	754.718	20
529.617	618.154	13
600.811	768.697	18
619.722	724.348	11
808.261	905.07	2
719.54	769.55	14
752.633	843.723	14
812.874	927.752	16
892.882	740.152	15
688.378	961.206	20
