
10	100
750	100
4000	1000
497.943	343.821
234.839	804.511	353	6648
872.165	17.2551	340	3400
285.526	420.998	321	3916
534.854	709.17	326	10724
220.018	855.75	313	6357
689.421	177.016	333	5929
328.945	716.745	333	6467
540.2	591.904	397	11894
722.904	180.207	368	10904
788.05	695.287	324	9173
363.077	250.068	11
387.716	248.153	14
433.157	225.798	18
139.496	249.494	18
347.549	278.504	23
196.946	344.988	14
176.773	168.26	13
388.249	263.978	10
447.353	324.428	15
47.7386	219.637	24
51.3964	346.479	15
265.642	230.249	15
138.911	335.755	11
231.044	423.155	26
231.958	216.397	11
399.425	359.466	13
257.454	256.075	14
116.278	383.9	25
407.617	185.444	7
266.816	152.256	21
298.032	235.861	14
235.017	291.695	2
311.467	251.778	13
53.2071	207.221	14
401.979	399.943	11
449.999	827.356	15
277.636	606.522	12
304.05	620.232	7
120.523	688.369	13
370.632	630.977	21
240.121	666.84	6
395.327	991.286	22
215.183	754.718	14
29.6173	618.154	13
100.811	768.697	17
119.722	724.348	22
308.261	905.07	19
219.54	769.55	14
252.633	843.723	13
312.874	927.752	11
392.882	740.152	6
188.378	961.206	13
94.3273	699.493	8
194.997	615.031	17
140.929	839.671	7
361.428	634.667	6
273.442	761.642	4
217.504	488.349	6
261.951	625.555	12
214.598	930.2	16
883.422	221.729	12
829.11	310.681	10
810.609	380.225	6
703.847	79.23	11
900.694	24.0627	11
915.171	184.404	14
758.586	240.468	11
638.248	112.851	12
687.268	219.866	6
858.172	348.929	8
843.861	290.254	10
830.988	146.886	20
890.417	214.347	23
834.15	165.615	12
428.903	243.132	14
748.406	292.564	14
751.418	397.056	4
822.924	263.319	21
740.523	347.44	15
953.34	240.991	14
903.643	277.262	14
610.017	333.194	21
701.758	401.342	14
631.988	226.301	10
733.982	228.644	16
876.245	568.828	25
951.525	673.934	10
841.935	738.929	15
858.037	653.314	16
741.766	782.743	9
652.738	829.046	13
856.003	689.472	14
626.946	667.831	14
554.683	845.287	13
966.805	775.839	20
785.406	745.955	9
725.164	682.054	20
635.064	806.346	13
960.704	861.321	7
720.55	538.815	19
577.813	959.827	11
996.569	838.653	15
859.124	656.051	21
675.023	579.005	13
734.585	759.5	18
838.882	716.12	13
722.375	680.43	7
676.859	703.934	14
860.724	833.364	4
774.52	939.235	24
