
5	25
750	150
4000	1000
472.766	502.42
256.347	67.0242	376	4083
538.77	832.43	352	6262
275.779	199.964	323	4657
734.237	486.031	368	7340
297.695	145.17	335	3350
681.873	411.344	7
378.875	623.408	18
119.697	171.359	14
400.265	470.57	19
607.18	230.968	12
689.676	406.854	18
719.875	693.954	17
479.646	264.831	15
524.506	505.215	16
409.809	947.491	23
317.135	973.796	16
583.451	432.654	11
648.372	448.245	8
285.22	904.896	13
617.694	601.993	11
791.048	592.8	15
652.677	732.185	14
594.479	373.373	12
498.562	530.466	10
728.7	287.216	16
881.039	623.36	15
511.302	348.512	19
407.464	417.567	8
889.336	472.195	12
166.02	258.672	6
