
10	50
750	100
4000	1000
497.943	343.821
234.839	804.511	392	5998
872.165	17.2551	335	7797
285.526	420.998	334	6166
534.854	709.17	352	6008
220.018	855.75	359	13271
689.421	177.016	369	11487
328.945	716.745	324	7422
540.2	591.904	379	13978
722.904	180.207	324	6852
788.05	695.287	344	9373
363.077	250.068	13
387.716	248.153	22
433.157	225.798	20
139.496	249.494	13
347.549	278.504	18
196.946	344.988	17
176.773	168.26	17
388.249	263.978	20
447.353	324.428	13
47.7386	219.637	8
51.3964	346.479	21
265.642	230.249	5
138.911	835.755	21
231.044	923.155	12
231.958	716.397	15
399.425	859.466	14
257.454	756.075	10
116.278	883.9	9
407.617	685.444	12
266.816	652.256	13
298.032	735.861	19
235.017	791.695	18
311.467	751.778	18
53.2071	707.221	16
401.979	899.943	18
949.999	327.356	10
777.636	106.522	20
461.133	364.015	13
804.05	120.232	18
620.523	188.369	11
870.632	130.977	2
740.121	166.84	14
895.327	491.286	14
715.183	254.718	16
529.617	118.154	15
600.811	268.697	20
619.722	224.348	17
808.261	905.07	15
719.54	769.55	14
752.633	843.723	18
812.874	927.752	23
892.882	740.152	14
688.378	961.206	21
594.327	699.493	16
694.997	615.031	9
640.929	839.671	18
861.428	634.667	13
773.442	761.642	21
717.504	488.349	10
761.951	625.555	14
