
5	50
750	150
4000	1000
364.702	344.346
385.327	273.492	305	3050
634.41	274.817	329	6926
126.803	371.676	377	4766
432.345	523.188	310	3100
548.875	167.886	344	6307
55.4279	567.834	16
398.006	311.847	9
26.6152	185.313	16
178.304	280.41	13
315.861	386.691	14
235.049	323.799	5
192.919	279.274	11
182.966	302.789	14
258.885	213.183	7
189.554	140.325	13
121.131	126.335	14
131.579	94.435	15
239.896	707.948	16
81.5882	720.7	12
444.618	678.235	17
337.789	711.732	15
409.809	894.474	28
251.502	832.189	14
410.938	667.063	20
262.703	956.729	12
441.747	682.979	19
361.012	697.439	22
80.8236	660.073	14
261.474	665.533	13
153.862	700.749	16
624.568	299.798	6
626.888	461.623	18
848.058	54.1215	14
726.631	314.097	14
491.573	246.813	17
889.931	297.728	18
714.035	311.05	12
603.324	269.433	11
822.453	389.554	10
571.057	226.272	5
707.605	136.315	8
710.805	108.927	14
625.667	894.708	16
789.814	737.607	16
682.64	844.74	13
743.798	662.087	19
865.49	764.15	17
833.668	988.544	20
765.361	621.392	12
754.864	585.423	13
826.108	801.726	18
936.361	985.924	19
812.704	875.098	13
662.756	677.964	16
542.827	799.603	19
